nm    	Abs   
653.00 	0.001 
652.50 	0.002 
652.00 	0.001 
651.50 	0.001 
651.00 	0.001 
650.50 	0.001 
650.00 	0.001 
649.50 	0.001 
649.00 	0.001 
648.50 	0.001 
648.00 	0.001 
647.50 	0.001 
647.00 	0.001 
646.50 	0.001 
646.00 	0.001 
645.50 	0.001 
645.00 	0.001 
644.50 	0.001 
644.00 	0.001 
643.50 	0.001 
643.00 	0.001 
642.50 	0.001 
642.00 	0.001 
641.50 	0.001 
641.00 	0.001 
640.50 	0.001 
640.00 	0.001 
639.50 	0.001 
639.00 	0.001 
638.50 	0.001 
638.00 	0.001 
637.50 	0.001 
637.00 	0.001 
636.50 	0.001 
636.00 	0.001 
635.50 	0.001 
635.00 	0.001 
634.50 	0.001 
634.00 	0.000 
633.50 	0.001 
633.00 	0.001 
632.50 	0.001 
632.00 	0.001 
631.50 	0.001 
631.00 	0.001 
630.50 	0.001 
630.00 	0.001 
629.50 	0.001 
629.00 	0.001 
628.50 	0.001 
628.00 	0.001 
627.50 	0.001 
627.00 	0.001 
626.50 	0.001 
626.00 	0.001 
625.50 	0.002 
625.00 	0.001 
624.50 	0.002 
624.00 	0.002 
623.50 	0.001 
623.00 	0.002 
622.50 	0.002 
622.00 	0.002 
621.50 	0.002 
621.00 	0.001 
620.50 	0.002 
620.00 	0.002 
619.50 	0.002 
619.00 	0.002 
618.50 	0.002 
618.00 	0.003 
617.50 	0.002 
617.00 	0.002 
616.50 	0.003 
616.00 	0.002 
615.50 	0.003 
615.00 	0.003 
614.50 	0.003 
614.00 	0.003 
613.50 	0.003 
613.00 	0.003 
612.50 	0.004 
612.00 	0.004 
611.50 	0.004 
611.00 	0.004 
610.50 	0.004 
610.00 	0.004 
609.50 	0.005 
609.00 	0.005 
608.50 	0.005 
608.00 	0.006 
607.50 	0.006 
607.00 	0.006 
606.50 	0.006 
606.00 	0.007 
605.50 	0.007 
605.00 	0.008 
604.50 	0.009 
604.00 	0.009 
603.50 	0.009 
603.00 	0.010 
602.50 	0.010 
602.00 	0.011 
601.50 	0.012 
601.00 	0.012 
600.50 	0.014 
600.00 	0.015 
599.50 	0.015 
599.00 	0.016 
598.50 	0.018 
598.00 	0.018 
597.50 	0.020 
597.00 	0.022 
596.50 	0.023 
596.00 	0.025 
595.50 	0.027 
595.00 	0.029 
594.50 	0.031 
594.00 	0.033 
593.50 	0.035 
593.00 	0.038 
592.50 	0.041 
592.00 	0.044 
591.50 	0.048 
591.00 	0.051 
590.50 	0.055 
590.00 	0.059 
589.50 	0.063 
589.00 	0.069 
588.50 	0.074 
588.00 	0.080 
587.50 	0.086 
587.00 	0.093 
586.50 	0.100 
586.00 	0.108 
585.50 	0.117 
585.00 	0.125 
584.50 	0.136 
584.00 	0.146 
583.50 	0.156 
583.00 	0.169 
582.50 	0.182 
582.00 	0.195 
581.50 	0.210 
581.00 	0.226 
580.50 	0.242 
580.00 	0.260 
579.50 	0.280 
579.00 	0.300 
578.50 	0.322 
578.00 	0.346 
577.50 	0.368 
577.00 	0.398 
576.50 	0.426 
576.00 	0.453 
575.50 	0.484 
575.00 	0.516 
574.50 	0.548 
574.00 	0.584 
573.50 	0.620 
573.00 	0.656 
572.50 	0.696 
572.00 	0.737 
571.50 	0.777 
571.00 	0.822 
570.50 	0.868 
570.00 	0.912 
569.50 	0.961 
569.00 	1.009 
568.50 	1.057 
568.00 	1.108 
567.50 	1.160 
567.00 	1.211 
566.50 	1.264 
566.00 	1.317 
565.50 	1.370 
565.00 	1.422 
564.50 	1.475 
564.00 	1.524 
563.50 	1.575 
563.00 	1.625 
562.50 	1.674 
562.00 	1.721 
561.50 	1.766 
561.00 	1.809 
560.50 	1.850 
560.00 	1.890 
559.50 	1.926 
559.00 	1.960 
558.50 	1.992 
558.00 	2.021 
557.50 	2.046 
557.00 	2.068 
556.50 	2.087 
556.00 	2.103 
555.50 	2.116 
555.00 	2.126 
554.50 	2.131 
554.00 	2.135 
553.50 	2.136 
553.00 	2.132 
552.50 	2.127 
552.00 	2.120 
551.50 	2.107 
551.00 	2.094 
550.50 	2.078 
550.00 	2.059 
549.50 	2.039 
549.00 	2.017 
548.50 	1.991 
548.00 	1.965 
547.50 	1.938 
547.00 	1.907 
546.50 	1.877 
546.00 	1.848 
545.50 	1.813 
545.00 	1.780 
544.50 	1.746 
544.00 	1.710 
543.50 	1.675 
543.00 	1.641 
542.50 	1.604 
542.00 	1.569 
541.50 	1.535 
541.00 	1.499 
540.50 	1.466 
540.00 	1.433 
539.50 	1.399 
539.00 	1.367 
538.50 	1.335 
538.00 	1.304 
537.50 	1.274 
537.00 	1.245 
536.50 	1.216 
536.00 	1.190 
535.50 	1.165 
535.00 	1.139 
534.50 	1.116 
534.00 	1.095 
533.50 	1.073 
533.00 	1.053 
532.50 	1.035 
532.00 	1.017 
531.50 	1.000 
531.00 	0.986 
530.50 	0.970 
530.00 	0.957 
529.50 	0.945 
529.00 	0.933 
528.50 	0.922 
528.00 	0.913 
527.50 	0.903 
527.00 	0.895 
526.50 	0.888 
526.00 	0.880 
525.50 	0.873 
525.00 	0.868 
524.50 	0.862 
524.00 	0.856 
523.50 	0.852 
523.00 	0.846 
522.50 	0.841 
522.00 	0.837 
521.50 	0.831 
521.00 	0.827 
520.50 	0.822 
520.00 	0.817 
519.50 	0.812 
519.00 	0.807 
518.50 	0.800 
518.00 	0.795 
517.50 	0.789 
517.00 	0.781 
516.50 	0.775 
516.00 	0.768 
515.50 	0.759 
515.00 	0.751 
514.50 	0.744 
514.00 	0.733 
513.50 	0.725 
513.00 	0.716 
512.50 	0.705 
512.00 	0.694 
511.50 	0.684 
511.00 	0.672 
510.50 	0.660 
510.00 	0.649 
509.50 	0.636 
509.00 	0.624 
508.50 	0.613 
508.00 	0.598 
507.50 	0.586 
507.00 	0.573 
506.50 	0.559 
506.00 	0.545 
505.50 	0.532 
505.00 	0.518 
504.50 	0.505 
504.00 	0.493 
503.50 	0.478 
503.00 	0.466 
502.50 	0.454 
502.00 	0.440 
501.50 	0.428 
501.00 	0.417 
500.50 	0.403 
500.00 	0.389 
499.50 	0.380 
499.00 	0.367 
498.50 	0.357 
498.00 	0.348 
497.50 	0.336 
497.00 	0.327 
496.50 	0.319 
496.00 	0.308 
495.50 	0.300 
495.00 	0.293 
494.50 	0.283 
494.00 	0.276 
493.50 	0.269 
493.00 	0.261 
492.50 	0.255 
492.00 	0.249 
491.50 	0.241 
491.00 	0.236 
490.50 	0.231 
490.00 	0.224 
489.50 	0.220 
489.00 	0.216 
488.50 	0.209 
488.00 	0.205 
487.50 	0.202 
487.00 	0.195 
486.50 	0.192 
486.00 	0.189 
485.50 	0.183 
485.00 	0.179 
484.50 	0.176 
484.00 	0.173 
483.50 	0.168 
483.00 	0.165 
482.50 	0.163 
482.00 	0.158 
481.50 	0.155 
481.00 	0.153 
480.50 	0.148 
480.00 	0.146 
479.50 	0.143 
479.00 	0.139 
478.50 	0.136 
478.00 	0.134 
477.50 	0.129 
477.00 	0.127 
476.50 	0.124 
476.00 	0.121 
475.50 	0.118 
475.00 	0.115 
474.50 	0.111 
474.00 	0.109 
473.50 	0.107 
473.00 	0.103 
472.50 	0.100 
472.00 	0.098 
471.50 	0.094 
471.00 	0.092 
470.50 	0.090 
470.00 	0.087 
469.50 	0.085 
469.00 	0.082 
468.50 	0.080 
468.00 	0.077 
467.50 	0.075 
467.00 	0.073 
466.50 	0.071 
466.00 	0.068 
465.50 	0.066 
465.00 	0.064 
464.50 	0.062 
464.00 	0.060 
463.50 	0.058 
463.00 	0.056 
462.50 	0.055 
462.00 	0.053 
461.50 	0.051 
461.00 	0.051 
460.50 	0.048 
460.00 	0.047 
459.50 	0.046 
459.00 	0.045 
458.50 	0.043 
458.00 	0.043 
457.50 	0.041 
457.00 	0.040 
456.50 	0.040 
456.00 	0.038 
455.50 	0.036 
455.00 	0.037 
454.50 	0.035 
454.00 	0.034 
453.50 	0.034 
453.00 	0.033 
452.50 	0.031 
452.00 	0.033 
451.50 	0.031 
451.00 	0.030 
450.50 	0.032 
450.00 	0.030 
449.50 	0.028 
449.00 	0.030 
448.50 	0.029 
448.00 	0.027 
447.50 	0.030 
447.00 	0.028 
446.50 	0.026 
446.00 	0.029 
445.50 	0.028 
445.00 	0.027 
444.50 	0.029 
444.00 	0.028 
443.50 	0.027 
443.00 	0.029 
442.50 	0.028 
442.00 	0.028 
441.50 	0.030 
441.00 	0.029 
440.50 	0.029 
440.00 	0.030 
439.50 	0.031 
439.00 	0.030 
438.50 	0.032 
438.00 	0.032 
437.50 	0.032 
437.00 	0.034 
436.50 	0.034 
436.00 	0.035 
435.50 	0.036 
435.00 	0.037 
434.50 	0.038 
434.00 	0.039 
433.50 	0.039 
433.00 	0.040 
432.50 	0.041 
432.00 	0.042 
431.50 	0.043 
431.00 	0.044 
430.50 	0.045 
430.00 	0.046 
429.50 	0.047 
429.00 	0.048 
428.50 	0.049 
428.00 	0.050 
427.50 	0.051 
427.00 	0.052 
426.50 	0.052 
426.00 	0.053 
425.50 	0.054 
425.00 	0.054 
424.50 	0.055 
424.00 	0.056 
423.50 	0.056 
423.00 	0.058 
422.50 	0.058 
422.00 	0.058 
421.50 	0.059 
421.00 	0.059 
420.50 	0.059 
420.00 	0.060 
419.50 	0.060 
419.00 	0.060 
418.50 	0.061 
418.00 	0.061 
417.50 	0.061 
417.00 	0.062 
416.50 	0.062 
416.00 	0.061 
415.50 	0.063 
415.00 	0.062 
414.50 	0.062 
414.00 	0.064 
413.50 	0.063 
413.00 	0.062 
412.50 	0.063 
412.00 	0.063 
411.50 	0.063 
411.00 	0.064 
410.50 	0.064 
410.00 	0.064 
409.50 	0.065 
409.00 	0.065 
408.50 	0.065 
408.00 	0.066 
407.50 	0.066 
407.00 	0.065 
406.50 	0.067 
406.00 	0.067 
405.50 	0.067 
405.00 	0.068 
404.50 	0.068 
404.00 	0.067 
403.50 	0.068 
403.00 	0.068 
402.50 	0.068 
402.00 	0.069 
401.50 	0.069 
401.00 	0.069 
400.50 	0.069 
400.00 	0.069 
399.50 	0.069 
399.00 	0.069 
398.50 	0.069 
398.00 	0.069 
397.50 	0.069 
397.00 	0.069 
396.50 	0.068 
396.00 	0.068 
395.50 	0.068 
395.00 	0.067 
394.50 	0.067 
394.00 	0.066 
393.50 	0.066 
393.00 	0.065 
392.50 	0.065 
392.00 	0.064 
391.50 	0.064 
391.00 	0.063 
390.50 	0.062 
390.00 	0.062 
389.50 	0.061 
389.00 	0.060 
388.50 	0.060 
388.00 	0.059 
387.50 	0.058 
387.00 	0.058 
386.50 	0.057 
386.00 	0.056 
385.50 	0.056 
385.00 	0.055 
384.50 	0.054 
384.00 	0.054 
383.50 	0.053 
383.00 	0.053 
382.50 	0.053 
382.00 	0.052 
381.50 	0.052 
381.00 	0.052 
380.50 	0.051 
380.00 	0.051 
379.50 	0.051 
379.00 	0.051 
378.50 	0.050 
378.00 	0.051 
377.50 	0.051 
377.00 	0.051 
376.50 	0.052 
376.00 	0.052 
375.50 	0.052 
375.00 	0.053 
374.50 	0.054 
374.00 	0.054 
373.50 	0.056 
373.00 	0.057 
372.50 	0.057 
372.00 	0.060 
371.50 	0.061 
371.00 	0.061 
370.50 	0.065 
370.00 	0.066 
369.50 	0.067 
369.00 	0.071 
368.50 	0.073 
368.00 	0.075 
367.50 	0.079 
367.00 	0.082 
366.50 	0.085 
366.00 	0.090 
365.50 	0.093 
365.00 	0.096 
364.50 	0.101 
364.00 	0.106 
363.50 	0.110 
363.00 	0.113 
362.50 	0.120 
362.00 	0.124 
361.50 	0.127 
361.00 	0.134 
360.50 	0.138 
360.00 	0.141 
359.50 	0.147 
359.00 	0.151 
358.50 	0.154 
358.00 	0.160 
357.50 	0.162 
357.00 	0.164 
356.50 	0.170 
356.00 	0.171 
355.50 	0.172 
355.00 	0.175 
354.50 	0.176 
354.00 	0.176 
353.50 	0.177 
353.00 	0.176 
352.50 	0.174 
352.00 	0.174 
351.50 	0.172 
351.00 	0.169 
350.50 	0.168 
350.00 	0.164 
349.50 	0.159 
349.00 	0.156 
348.50 	0.151 
348.00 	0.146 
347.50 	0.145 
347.00 	0.140 
346.50 	0.135 
346.00 	0.133 
345.50 	0.129 
345.00 	0.125 
344.50 	0.124 
344.00 	0.120 
343.50 	0.116 
343.00 	0.116 
342.50 	0.112 
342.00 	0.109 
341.50 	0.109 
341.00 	0.106 
340.50 	0.103 
340.00 	0.103 
339.50 	0.101 
339.00 	0.098 
338.50 	0.097 
338.00 	0.095 
337.50 	0.092 
337.00 	0.092 
336.50 	0.089 
336.00 	0.086 
335.50 	0.085 
335.00 	0.082 
334.50 	0.080 
334.00 	0.079 
333.50 	0.076 
333.00 	0.074 
332.50 	0.074 
332.00 	0.071 
331.50 	0.070 
331.00 	0.070 
330.50 	0.068 
330.00 	0.067 
329.50 	0.067 
329.00 	0.067 
328.50 	0.067 
328.00 	0.068 
327.50 	0.068 
327.00 	0.069 
326.50 	0.072 
326.00 	0.073 
325.50 	0.074 
325.00 	0.078 
324.50 	0.080 
324.00 	0.083 
323.50 	0.088 
323.00 	0.091 
322.50 	0.095 
322.00 	0.100 
321.50 	0.105 
321.00 	0.110 
320.50 	0.116 
320.00 	0.122 
319.50 	0.128 
319.00 	0.135 
318.50 	0.142 
318.00 	0.149 
317.50 	0.157 
317.00 	0.165 
316.50 	0.172 
316.00 	0.180 
315.50 	0.189 
315.00 	0.196 
314.50 	0.205 
314.00 	0.213 
313.50 	0.220 
313.00 	0.229 
312.50 	0.236 
312.00 	0.242 
311.50 	0.249 
311.00 	0.256 
310.50 	0.261 
310.00 	0.266 
309.50 	0.270 
309.00 	0.274 
308.50 	0.277 
308.00 	0.281 
307.50 	0.282 
307.00 	0.284 
306.50 	0.286 
306.00 	0.287 
305.50 	0.287 
305.00 	0.288 
304.50 	0.288 
304.00 	0.287 
303.50 	0.288 
303.00 	0.287 
302.50 	0.286 
302.00 	0.287 
301.50 	0.286 
301.00 	0.285 
300.50 	0.285 
300.00 	0.284 
299.50 	0.284 
299.00 	0.284 
298.50 	0.283 
298.00 	0.283 
297.50 	0.283 
297.00 	0.282 
296.50 	0.283 
296.00 	0.283 
295.50 	0.283 
295.00 	0.283 
294.50 	0.284 
294.00 	0.284 
293.50 	0.285 
293.00 	0.286 
292.50 	0.287 
292.00 	0.288 
291.50 	0.290 
291.00 	0.291 
290.50 	0.293 
290.00 	0.295 
289.50 	0.297 
289.00 	0.299 
288.50 	0.302 
288.00 	0.303 
287.50 	0.305 
287.00 	0.307 
286.50 	0.309 
286.00 	0.310 
285.50 	0.312 
285.00 	0.313 
284.50 	0.312 
284.00 	0.315 
283.50 	0.314 
283.00 	0.314 
282.50 	0.314 
282.00 	0.313 
281.50 	0.311 
281.00 	0.311 
280.50 	0.309 
280.00 	0.306 
279.50 	0.306 
279.00 	0.304 
278.50 	0.301 
278.00 	0.301 
277.50 	0.299 
277.00 	0.296 
276.50 	0.297 
276.00 	0.295 
275.50 	0.294 
275.00 	0.295 
274.50 	0.295 
274.00 	0.296 
273.50 	0.299 
273.00 	0.302 
272.50 	0.305 
272.00 	0.312 
271.50 	0.318 
271.00 	0.325 
270.50 	0.335 
270.00 	0.344 
269.50 	0.355 
269.00 	0.368 
268.50 	0.382 
268.00 	0.399 
267.50 	0.415 
267.00 	0.432 
266.50 	0.447 
266.00 	0.464 
265.50 	0.481 
265.00 	0.497 
264.50 	0.512 
264.00 	0.526 
263.50 	0.538 
263.00 	0.550 
262.50 	0.559 
262.00 	0.567 
261.50 	0.574 
261.00 	0.579 
260.50 	0.583 
260.00 	0.586 
259.50 	0.587 
259.00 	0.588 
258.50 	0.588 
258.00 	0.587 
257.50 	0.586 
257.00 	0.585 
256.50 	0.582 
256.00 	0.579 
255.50 	0.576 
255.00 	0.572 
254.50 	0.567 
254.00 	0.562 
253.50 	0.555 
253.00 	0.547 
252.50 	0.539 
252.00 	0.531 
251.50 	0.522 
251.00 	0.512 
250.50 	0.502 
250.00 	0.491 
249.50 	0.481 
249.00 	0.472 
248.50 	0.462 
248.00 	0.453 
247.50 	0.445 
247.00 	0.437 
246.50 	0.431 
246.00 	0.426 
245.50 	0.421 
245.00 	0.418 
244.50 	0.416 
244.00 	0.416 
243.50 	0.418 
243.00 	0.420 
242.50 	0.425 
242.00 	0.431 
241.50 	0.437 
241.00 	0.445 
240.50 	0.454 
240.00 	0.463 
239.50 	0.469 
239.00 	0.477 
238.50 	0.483 
238.00 	0.487 
237.50 	0.491 
237.00 	0.495 
236.50 	0.494 
236.00 	0.495 
235.50 	0.497 
235.00 	0.495 
234.50 	0.495 
234.00 	0.495 
233.50 	0.493 
233.00 	0.493 
232.50 	0.494 
232.00 	0.492 
231.50 	0.493 
231.00 	0.496 
230.50 	0.494 
230.00 	0.496 
229.50 	0.499 
229.00 	0.499 
228.50 	0.502 
228.00 	0.506 
227.50 	0.505 
227.00 	0.508 
226.50 	0.511 
226.00 	0.510 
225.50 	0.512 
225.00 	0.514 
224.50 	0.510 
224.00 	0.512 
223.50 	0.512 
223.00 	0.508 
222.50 	0.507 
222.00 	0.506 
221.50 	0.501 
221.00 	0.501 
220.50 	0.501 
220.00 	0.495 
219.50 	0.495 
219.00 	0.496 
218.50 	0.491 
218.00 	0.493 
217.50 	0.495 
217.00 	0.491 
216.50 	0.494 
216.00 	0.498 
215.50 	0.495 
215.00 	0.500 
214.50 	0.506 
214.00 	0.504 
213.50 	0.512 
213.00 	0.522 
212.50 	0.522 
212.00 	0.532 
211.50 	0.545 
211.00 	0.547 
210.50 	0.560 
210.00 	0.576 
209.50 	0.581 
209.00 	0.596 
208.50 	0.614 
208.00 	0.617 
207.50 	0.635 
207.00 	0.655 
206.50 	0.657 
206.00 	0.675 
205.50 	0.694 
205.00 	0.698 
204.50 	0.714 
204.00 	0.734 
203.50 	0.736 
203.00 	0.753 
202.50 	0.774 
202.00 	0.776 
201.50 	0.793 
201.00 	0.814 
200.50 	0.814 
200.00 	0.833 
